review,rating
fried chicken chap ta joss chilo but nun er sathe combination ta valo lage nai,4.0
fried chicken eas not well fried,2.0
fried chicken er size ta onek soto sello tar upor ammu je packet ta neaselo tar vetore chicken er nokh paoa geselo ar akto savdhan takhle valo hoto,2.0
fried chicken good milkshake good sandwich good,5.0
fried chicken is very good properly marinated and fried there was a mistake they didnt give me one item strips!! a mistake but they provided stripes to me without any delivery charge,5.0
fried chicken order korsilam restaurant e boshe khele tokhon gorom ta den ar keu order korle thanda obosthay pathaye den ? hala takla beda manager ta kono kaj er na,2.0
fried chicken order করলে তারা সবসময় ই leg piece দেয় কখনো chest piece দেয় না,1.0
fried chicken rice student burger meal was good but rice quantity should be increased,4.0
fried chicken taste should be a little bit more better,2.0
fried chicken was burnt broosted chicken was too oily,3.0
fried chicken was good but french fries amount was little,5.0
fried chicken was too smallfried rice and vegetable were tasteless,2.0
fried chickens are too small,2.0
fried chiken is good,5.0
fried eggs were not given,2.0
fried fry ta crispy cilo na baki sob tik chilo,3.0
fried in bad quality oil,1.0
fried rice amazing,5.0
fried rice and canton chicken isnt bad but chicken manchurian isnt delicious and also its test is very sweet like huge sugar mixed,1.0
fried rice and chicken fry was good but the chicken masala wasnt that good overall taste was okay not bad,3.0
fried rice and chicken nhosto chilo masokke ki nhosto khabar khaoaben??,1.0
fried rice and chicken was not up to the mark! chicken was raw rice was steamy,1.0
fried rice and corn soup is not taste well,2.0
fried rice and masala chicken was good in taste and quantity,5.0
fried rice and other platters are value for money,5.0
fried rice and over baked pasta good as always,5.0
fried rice and sauted vegtable was good but chicken was,3.0
fried rice e ektu saltyness ta beshi silo chicken er size ta onek coto bt overall rating,2.0
fried rice e onek kom lobon chilo bhalo chilo na ekdomi chicken er size o khub beshi chuto chilo food quality ekdom kome gese,1.0
fried rice e onek salt selo fried chicken er size onek soto selo akta fried chicken kate half kore deiase chinese heaven aga valo service deto akhon onek kharap hoie gese puro service ta kharp,1.0
fried rice ekdom test less bbg chicken ta half row chilo khubi kharap ekta experience hoilo rating dekhe order korsilam but pura e ulta payilam,1.0
fried rice er norom vat er majhe akta huge difference ase jeta maybe apnar chef jane nana ase ager flavour r na ingredients chef ta bodlaise kina jani na but worst food of la vistalobon o otirikto,1.0
fried rice er quantity kom chilo,4.0
fried rice er taste improve hoyechey vegetables er thickness ta akhon perfect amon e rakhben,5.0
fried rice er taste ta valo r porimaan o beshi silo chicken fry tar taste o valoi silo but moshla ta aktu beshi silo moshla ta thik moto hoile aro valo lagto taste ta,3.0
fried rice eto tel dite hoy na plz avoid this plz plz plz baki sob thik chilo,5.0
fried rice french fries and vegetable was good but a chicken fry was over fried but overall i enjoyed the foodneed to upgrade the chiken fry,4.0
fried rice is bad,2.0
fried rice is poorly made,1.0
fried rice khub ai bajechicken valo vabe poriskar kora hoai naijust waste money second time order in this restaurant first on was good but second on very very worst,1.0
fried rice khub e baje chilo,1.0
fried rice moja silo but crispy chicken e lobon nai mone hoise,4.0
fried rice quantity too less,1.0
fried rice ta akdom baje chicken fry ar thai soup ta valo celo!,1.0
fried rice ta akdom e valo silo naaage jotobar niyec valo silo,2.0
fried rice ta bashi chilo,1.0
fried rice ta khubi baaje chilo doya kore akta aktu taste ta baraben!!!,1.0
fried rice ta normal rice diya kora akdom baja noodles ta moja chilo,2.0
fried rice ta nosto chilokawya jacche naaa apnra ato baje kabar den kenoshodo shodo taka nosto students dr k tokano tik hoi naier por theke baje kabar diben na jdi dite na paren,1.0
fried rice ta temon moja hoy nai !!!,1.0
fried rice taste and quantity to be improved and same for chicken steak,4.0
fried rice taste was too bad and they provide very small amount of rice also chicken piece taste was also so bad they need to improve this things otherwise they wont be able to survive thanks,2.0
fried rice theke odd smell ashcilomay be beef rannar oil diye korsilo fried rice ta broast chicken e leg pc bolsilam shetao deya hoini,1.0
fried rice vegetables are ok but they provide me reheated fried chicken they cheated on the chicken fries,1.0
fried rice was good,5.0
fried rice was good but beef was too sweet not like that and the vegetable was not that good too,2.0
fried rice was good but disappointed with cashewnut salad there was no cashew in salad,3.0
fried rice was okay hot sour chicken need to be improved,4.0
fried rice was so good but burgers smell stink,5.0
fried rice was tasteless nuggets was also tasteless worst food ever,1.0
fried rice was too oily,2.0
fried rice was too salty,3.0
fried rice was very good but the chicken fry is not that quality of this brand restaurant it seems to be not fresh chicken pieces,4.0
fried rice was yuk i just wasted my taka,1.0
fried rice wasnt enough for one person you should increase the amount of rice otherwise everything was good,4.0
fried rice with chicken wings,1.0
fried rice without egg low quality rice,2.0
fried rices quality and quantity was so good,4.0
friedchickene meal is good,1.0
friends combo platter wasnt good quantity and quality both were disappointing is it because of the discount? then dont give it,3.0
fries are horrible soggy af the sausage was the only good part overall pretty mid,2.0
fries are the worst i have to throw them outyuck !!!,3.0
fries became soogy fried rice avarage chicken fry was good and the spring roll was good also,3.0
fries came in soggy and some had a rawlike texture chicken patty was not juicy not enough cheese in their supposed most cheesiliscious burger,2.0
fries fries box half empth as usual i have complained to food panda times already and delivery taking more than hour for fast food located minutes from where i live!,1.0
fries should be better,4.0
fries was good but chili flakes was way too much,4.0
fries was terrible,2.0
fries was too much oily and soft couldnt eat,3.0
fries were a little too oily the rest was good,4.0
fries were bland and unsalted,4.0
fries were cold and surprisingly hard!,2.0
fries were cold the burger felt stale far cry from the amazing meal that i had last weekend the inconsistencies of madchef is what prevents it from being a great restaurant,1.0
fries were dry,3.0
fries were good but chicken sandwich was completely bland and was just wrapped in aluminium foil there was no box,2.0
